Unnamed: 0,syd,did,wei,symptom,diagnose
1262,25.0,689.0,1.0,elbow ache or pain,septic arthritis:joint infection
1263,37.0,689.0,1.0,groin pain,septic arthritis:joint infection
1264,53.0,689.0,2.0,joint pain,septic arthritis:joint infection
1265,57.0,689.0,1.0,leg ache or pain,septic arthritis:joint infection
1266,58.0,689.0,1.0,swelling of both legs,septic arthritis:joint infection
1267,118.0,689.0,2.0,wrist pain,septic arthritis:joint infection
1268,177.0,689.0,1.0,ankle pain,septic arthritis:joint infection
1269,196.0,689.0,1.0,foot swelling,septic arthritis:joint infection
1270,213.0,689.0,1.0,arm swelling,septic arthritis:joint infection
1271,217.0,689.0,3.0,wrist swelling,septic arthritis:joint infection
1272,233.0,689.0,1.0,upper leg pain,septic arthritis:joint infection
1274,248.0,689.0,3.0,limping in a child,septic arthritis:joint infection
1275,6.0,729.0,2.0,arm ache or pain,muscle strain:pulled muscle
1276,7.0,729.0,2.0,back ache or pain,muscle strain:pulled muscle
1277,12.0,729.0,2.0,calf pain,muscle strain:pulled muscle
1278,13.0,729.0,0.0,chest pressure,muscle strain:pulled muscle
1279,25.0,729.0,2.0,elbow ache or pain,muscle strain:pulled muscle
1280,32.0,729.0,0.0,flank pain,muscle strain:pulled muscle
1281,37.0,729.0,0.0,groin pain,muscle strain:pulled muscle
1282,39.0,729.0,0.0,"hand, finger ache or pain",muscle strain:pulled muscle
1283,45.0,729.0,2.0,hip pain,muscle strain:pulled muscle
1284,54.0,729.0,0.0,kidney pain (flank pain),muscle strain:pulled muscle
1285,55.0,729.0,2.0,knee pain,muscle strain:pulled muscle
1286,57.0,729.0,2.0,leg ache or pain,muscle strain:pulled muscle
1287,58.0,729.0,2.0,swelling of both legs,muscle strain:pulled muscle
1288,67.0,729.0,0.0,neck ache or pain,muscle strain:pulled muscle
1289,89.0,729.0,2.0,shoulder ache or pain,muscle strain:pulled muscle
1290,234.0,729.0,2.0,armpit pain,muscle strain:pulled muscle
1291,262.0,729.0,2.0,chest pain,muscle strain:pulled muscle
1292,275.0,729.0,1.0,low back ache or pain,muscle strain:pulled muscle
1293,303.0,729.0,2.0,arm stiffness or tightness,muscle strain:pulled muscle
1294,301.0,729.0,2.0,shoulder stiffness or tightness,muscle strain:pulled muscle
1295,6.0,934.0,2.0,arm ache or pain,muscle spasm:charley horse
1296,7.0,934.0,0.0,back ache or pain,muscle spasm:charley horse
1297,12.0,934.0,2.0,calf pain,muscle spasm:charley horse
1298,35.0,934.0,2.0,foot pain,muscle spasm:charley horse
1299,37.0,934.0,0.0,groin pain,muscle spasm:charley horse
1300,39.0,934.0,0.0,"hand, finger ache or pain",muscle spasm:charley horse
1301,57.0,934.0,0.0,leg ache or pain,muscle spasm:charley horse
1302,62.0,934.0,2.0,muscle pain,muscle spasm:charley horse
1303,67.0,934.0,0.0,neck ache or pain,muscle spasm:charley horse
1304,121.0,934.0,0.0,tremors,muscle spasm:charley horse
1305,171.0,934.0,2.0,muscle spasm,muscle spasm:charley horse
1306,262.0,934.0,0.0,chest pain,muscle spasm:charley horse
1307,275.0,934.0,0.0,low back ache or pain,muscle spasm:charley horse
1308,303.0,934.0,1.0,arm stiffness or tightness,muscle spasm:charley horse
1309,6.0,1121.0,1.0,arm ache or pain,bone cancer:bone tumor
1310,12.0,1121.0,1.0,calf pain,bone cancer:bone tumor
1311,25.0,1121.0,1.0,elbow ache or pain,bone cancer:bone tumor
1312,35.0,1121.0,1.0,foot pain,bone cancer:bone tumor
1313,42.0,1121.0,1.0,heel pain,bone cancer:bone tumor
1314,45.0,1121.0,1.0,hip pain,bone cancer:bone tumor
1315,57.0,1121.0,1.0,leg ache or pain,bone cancer:bone tumor
1316,89.0,1121.0,1.0,shoulder ache or pain,bone cancer:bone tumor
1317,118.0,1121.0,1.0,wrist pain,bone cancer:bone tumor
1318,177.0,1121.0,1.0,ankle pain,bone cancer:bone tumor
1319,196.0,1121.0,1.0,foot swelling,bone cancer:bone tumor
1320,213.0,1121.0,1.0,arm swelling,bone cancer:bone tumor
1321,217.0,1121.0,1.0,wrist swelling,bone cancer:bone tumor
1322,233.0,1121.0,1.0,upper leg pain,bone cancer:bone tumor
1323,234.0,1121.0,1.0,armpit pain,bone cancer:bone tumor
1325,251.0,1121.0,1.0,shin pain,bone cancer:bone tumor
1326,275.0,1121.0,1.0,low back ache or pain,bone cancer:bone tumor
1327,6.0,1119.0,0.0,arm ache or pain,sarcoma:soft tissue cancer
1328,12.0,1119.0,0.0,calf pain,sarcoma:soft tissue cancer
1329,25.0,1119.0,0.0,elbow ache or pain,sarcoma:soft tissue cancer
1330,35.0,1119.0,0.0,foot pain,sarcoma:soft tissue cancer
1331,42.0,1119.0,0.0,heel pain,sarcoma:soft tissue cancer
1332,45.0,1119.0,0.0,hip pain,sarcoma:soft tissue cancer
1333,57.0,1119.0,0.0,leg ache or pain,sarcoma:soft tissue cancer
1334,58.0,1119.0,0.0,swelling of both legs,sarcoma:soft tissue cancer
1335,89.0,1119.0,0.0,shoulder ache or pain,sarcoma:soft tissue cancer
1336,118.0,1119.0,0.0,wrist pain,sarcoma:soft tissue cancer
1337,177.0,1119.0,0.0,ankle pain,sarcoma:soft tissue cancer
1338,196.0,1119.0,0.0,foot swelling,sarcoma:soft tissue cancer
1339,213.0,1119.0,0.0,arm swelling,sarcoma:soft tissue cancer
1340,217.0,1119.0,0.0,wrist swelling,sarcoma:soft tissue cancer
1341,233.0,1119.0,0.0,upper leg pain,sarcoma:soft tissue cancer
1342,234.0,1119.0,0.0,armpit pain,sarcoma:soft tissue cancer
1344,251.0,1119.0,0.0,shin pain,sarcoma:soft tissue cancer
1345,275.0,1119.0,0.0,low back ache or pain,sarcoma:soft tissue cancer
1346,6.0,4.0,0.0,arm ache or pain,abrasions: (scrapes)
1347,11.0,4.0,0.0,pain or soreness of breast,abrasions: (scrapes)
1348,13.0,4.0,0.0,chest pressure,abrasions: (scrapes)
1349,23.0,4.0,0.0,ear pressure,abrasions: (scrapes)
1350,39.0,4.0,0.0,"hand, finger ache or pain",abrasions: (scrapes)
1351,41.0,4.0,0.0,headache,abrasions: (scrapes)
1352,57.0,4.0,0.0,leg ache or pain,abrasions: (scrapes)
1353,67.0,4.0,0.0,neck ache or pain,abrasions: (scrapes)
1354,81.0,4.0,0.0,rash,abrasions: (scrapes)
1355,91.0,4.0,2.0,skin trauma,abrasions: (scrapes)
1356,152.0,4.0,2.0,painful rash,abrasions: (scrapes)
1358,238.0,4.0,0.0,skin sores,abrasions: (scrapes)
1359,262.0,4.0,0.0,chest pain,abrasions: (scrapes)
1360,6.0,13.0,0.0,arm ache or pain,ac joint separation:acromioclavicular joint separation:closed separation of acromioclavicular joint
1362,301.0,13.0,1.0,shoulder stiffness or tightness,ac joint separation:acromioclavicular joint separation:closed separation of acromioclavicular joint
1363,6.0,18.0,0.0,arm ache or pain,frozen shoulder: (adhesive capsulitis of shoulder)
1364,67.0,18.0,0.0,neck ache or pain,frozen shoulder: (adhesive capsulitis of shoulder)
1365,89.0,18.0,1.0,shoulder ache or pain,frozen shoulder: (adhesive capsulitis of shoulder)
1366,301.0,18.0,0.0,shoulder stiffness or tightness,frozen shoulder: (adhesive capsulitis of shoulder)
1367,6.0,61.0,0.0,arm ache or pain,arthritis:joint inflammation
1368,7.0,61.0,0.0,back ache or pain,arthritis:joint inflammation
1369,25.0,61.0,2.0,elbow ache or pain,arthritis:joint inflammation
1371,39.0,61.0,1.0,"hand, finger ache or pain",arthritis:joint inflammation
1372,45.0,61.0,1.0,hip pain,arthritis:joint inflammation
1373,55.0,61.0,1.0,knee pain,arthritis:joint inflammation
1374,57.0,61.0,0.0,leg ache or pain,arthritis:joint inflammation
1375,67.0,61.0,0.0,neck ache or pain,arthritis:joint inflammation
1376,100.0,61.0,1.0,toe pain,arthritis:joint inflammation
1377,177.0,61.0,2.0,ankle pain,arthritis:joint inflammation
1379,275.0,61.0,0.0,low back ache or pain,arthritis:joint inflammation
1380,301.0,61.0,1.0,shoulder stiffness or tightness,arthritis:joint inflammation
1381,6.0,67.0,1.0,arm ache or pain,atrial fibrillation:irregular heart rate
1382,21.0,67.0,2.0,dizziness,atrial fibrillation:irregular heart rate
1383,28.0,67.0,1.0,fainting,atrial fibrillation:irregular heart rate
1384,73.0,67.0,2.0,heart pulsations and palpitations,atrial fibrillation:irregular heart rate
1385,88.0,67.0,1.0,shortness of breath,atrial fibrillation:irregular heart rate
1386,262.0,67.0,1.0,chest pain,atrial fibrillation:irregular heart rate
1387,6.0,120.0,1.0,arm ache or pain,burns
1388,39.0,120.0,1.0,"hand, finger ache or pain",burns
1389,91.0,120.0,3.0,skin trauma,burns
1390,152.0,120.0,3.0,painful rash,burns
1391,183.0,120.0,3.0,blister (pocket of fluid),burns
1393,226.0,120.0,3.0,hand redness,burns
1394,227.0,120.0,3.0,foot redness,burns
1395,228.0,120.0,3.0,arm redness,burns
1396,229.0,120.0,3.0,leg redness,burns
1397,264.0,120.0,1.0,stomach and abdominal pain,burns
1398,6.0,121.0,0.0,arm ache or pain,bursitis:inflammation of joint cushion
1399,25.0,121.0,1.0,elbow ache or pain,bursitis:inflammation of joint cushion
1400,37.0,121.0,0.0,groin pain,bursitis:inflammation of joint cushion
1401,45.0,121.0,1.0,hip pain,bursitis:inflammation of joint cushion
1402,53.0,121.0,1.0,joint pain,bursitis:inflammation of joint cushion
1403,55.0,121.0,2.0,knee pain,bursitis:inflammation of joint cushion
1404,57.0,121.0,0.0,leg ache or pain,bursitis:inflammation of joint cushion
1405,89.0,121.0,1.0,shoulder ache or pain,bursitis:inflammation of joint cushion
1406,237.0,121.0,2.0,joint stiffness,bursitis:inflammation of joint cushion
1407,303.0,121.0,1.0,arm stiffness or tightness,bursitis:inflammation of joint cushion
1408,261.0,121.0,1.0,elbow swelling,bursitis:inflammation of joint cushion
1409,301.0,121.0,1.0,shoulder stiffness or tightness,bursitis:inflammation of joint cushion
1410,6.0,133.0,0.0,arm ache or pain,carpal tunnel syndrome:wrist nerve compression
1411,11.0,133.0,0.0,pain or soreness of breast,carpal tunnel syndrome:wrist nerve compression
1412,25.0,133.0,0.0,elbow ache or pain,carpal tunnel syndrome:wrist nerve compression
1413,39.0,133.0,1.0,"hand, finger ache or pain",carpal tunnel syndrome:wrist nerve compression
1414,69.0,133.0,1.0,numbness,carpal tunnel syndrome:wrist nerve compression
1415,115.0,133.0,1.0,weakness (muscle localized),carpal tunnel syndrome:wrist nerve compression
1416,118.0,133.0,1.0,wrist pain,carpal tunnel syndrome:wrist nerve compression
1417,176.0,133.0,1.0,hand numbness (paresthesias),carpal tunnel syndrome:wrist nerve compression
1418,217.0,133.0,1.0,wrist swelling,carpal tunnel syndrome:wrist nerve compression
1419,6.0,151.0,0.0,arm ache or pain,cervical radiculopathy:pinched nerve in neck
1420,25.0,151.0,0.0,elbow ache or pain,cervical radiculopathy:pinched nerve in neck
1421,39.0,151.0,0.0,"hand, finger ache or pain",cervical radiculopathy:pinched nerve in neck
1422,67.0,151.0,0.0,neck ache or pain,cervical radiculopathy:pinched nerve in neck
1423,176.0,151.0,1.0,hand numbness (paresthesias),cervical radiculopathy:pinched nerve in neck
1424,241.0,151.0,1.0,arm numbness (paresthesias),cervical radiculopathy:pinched nerve in neck
1425,290.0,151.0,0.0,neck stiffness or tightness,cervical radiculopathy:pinched nerve in neck
1426,6.0,153.0,0.0,arm ache or pain,cervical spondylosis:neck arthritis
1427,41.0,153.0,0.0,headache,cervical spondylosis:neck arthritis
1428,67.0,153.0,1.0,neck ache or pain,cervical spondylosis:neck arthritis
1429,176.0,153.0,1.0,hand numbness (paresthesias),cervical spondylosis:neck arthritis
1430,241.0,153.0,1.0,arm numbness (paresthesias),cervical spondylosis:neck arthritis
1431,290.0,153.0,0.0,neck stiffness or tightness,cervical spondylosis:neck arthritis
1432,6.0,171.0,0.0,arm ache or pain,chronic pain
1433,7.0,171.0,0.0,back ache or pain,chronic pain
1434,19.0,171.0,0.0,depressed,chronic pain
1435,37.0,171.0,0.0,groin pain,chronic pain
1436,39.0,171.0,0.0,"hand, finger ache or pain",chronic pain
1437,59.0,171.0,0.0,lethargy (sluggishness),chronic pain
1439,275.0,171.0,0.0,low back ache or pain,chronic pain
1440,265.0,171.0,0.0,anger,chronic pain
1441,6.0,203.0,0.0,arm ache or pain,de quervain's tenosynovitis:hand tendon inflammation
1442,25.0,203.0,0.0,elbow ache or pain,de quervain's tenosynovitis:hand tendon inflammation
1443,39.0,203.0,0.0,"hand, finger ache or pain",de quervain's tenosynovitis:hand tendon inflammation
1444,118.0,203.0,0.0,wrist pain,de quervain's tenosynovitis:hand tendon inflammation
1445,217.0,203.0,1.0,wrist swelling,de quervain's tenosynovitis:hand tendon inflammation
1446,6.0,220.0,0.0,arm ache or pain,dislocation:joint out of place
1447,12.0,220.0,0.0,calf pain,dislocation:joint out of place
1448,25.0,220.0,1.0,elbow ache or pain,dislocation:joint out of place
1450,39.0,220.0,0.0,"hand, finger ache or pain",dislocation:joint out of place
1451,45.0,220.0,1.0,hip pain,dislocation:joint out of place
1452,55.0,220.0,1.0,knee pain,dislocation:joint out of place
1453,100.0,220.0,2.0,toe pain,dislocation:joint out of place
1454,6.0,244.0,0.0,arm ache or pain,enlarged lymph nodes:lymphadenopathy
1455,24.0,244.0,0.0,pain in the ear,enlarged lymph nodes:lymphadenopathy
1456,37.0,244.0,2.0,groin pain,enlarged lymph nodes:lymphadenopathy
1457,67.0,244.0,0.0,neck ache or pain,enlarged lymph nodes:lymphadenopathy
1458,93.0,244.0,0.0,sore throat,enlarged lymph nodes:lymphadenopathy
1459,120.0,244.0,0.0,throat pain,enlarged lymph nodes:lymphadenopathy
1460,238.0,244.0,0.0,skin sores,enlarged lymph nodes:lymphadenopathy
1461,6.0,269.0,0.0,arm ache or pain,extremity trauma:leg or arm injury
1462,25.0,269.0,0.0,elbow ache or pain,extremity trauma:leg or arm injury
1463,37.0,269.0,0.0,groin pain,extremity trauma:leg or arm injury
1464,39.0,269.0,0.0,"hand, finger ache or pain",extremity trauma:leg or arm injury
1465,102.0,269.0,2.0,trauma,extremity trauma:leg or arm injury
1466,6.0,360.0,0.0,arm ache or pain,humerus fracture:broken upper arm
1467,25.0,360.0,0.0,elbow ache or pain,humerus fracture:broken upper arm
1468,89.0,360.0,1.0,shoulder ache or pain,humerus fracture:broken upper arm
1469,6.0,414.0,0.0,arm ache or pain,tennis elbow:lateral epicondylitis
1470,25.0,414.0,1.0,elbow ache or pain,tennis elbow:lateral epicondylitis
1471,39.0,414.0,0.0,"hand, finger ache or pain",tennis elbow:lateral epicondylitis
1472,261.0,414.0,1.0,elbow swelling,tennis elbow:lateral epicondylitis
1473,6.0,566.0,0.0,arm ache or pain,peripheral vascular disease:blocked blood vessels
1474,12.0,566.0,0.0,calf pain,peripheral vascular disease:blocked blood vessels
1475,39.0,566.0,0.0,"hand, finger ache or pain",peripheral vascular disease:blocked blood vessels
1476,57.0,566.0,0.0,leg ache or pain,peripheral vascular disease:blocked blood vessels
1477,176.0,566.0,1.0,hand numbness (paresthesias),peripheral vascular disease:blocked blood vessels
1478,238.0,566.0,1.0,skin sores,peripheral vascular disease:blocked blood vessels
1479,241.0,566.0,1.0,arm numbness (paresthesias),peripheral vascular disease:blocked blood vessels
1480,242.0,566.0,1.0,leg numbness (paresthesias),peripheral vascular disease:blocked blood vessels
1481,243.0,566.0,1.0,foot numbness (paresthesias),peripheral vascular disease:blocked blood vessels
1482,251.0,566.0,0.0,shin pain,peripheral vascular disease:blocked blood vessels
1483,263.0,566.0,1.0,skin infection,peripheral vascular disease:blocked blood vessels
1484,6.0,639.0,0.0,arm ache or pain,radial head fracture:broken elbow bone
1485,25.0,639.0,2.0,elbow ache or pain,radial head fracture:broken elbow bone
1486,6.0,667.0,,arm ache or pain,rotator cuff syndrome:shoulder injury
1487,7.0,667.0,,back ache or pain,rotator cuff syndrome:shoulder injury
1488,25.0,667.0,,elbow ache or pain,rotator cuff syndrome:shoulder injury
1489,67.0,667.0,,neck ache or pain,rotator cuff syndrome:shoulder injury
1490,89.0,667.0,1.0,shoulder ache or pain,rotator cuff syndrome:shoulder injury
1491,301.0,667.0,1.0,shoulder stiffness or tightness,rotator cuff syndrome:shoulder injury
1492,6.0,684.0,0.0,arm ache or pain,sebaceous cyst:sac under the skin
1493,24.0,684.0,0.0,pain in the ear,sebaceous cyst:sac under the skin
1494,52.0,684.0,0.0,skin itching,sebaceous cyst:sac under the skin
1495,81.0,684.0,0.0,rash,sebaceous cyst:sac under the skin
1496,238.0,684.0,0.0,skin sores,sebaceous cyst:sac under the skin
1497,263.0,684.0,0.0,skin infection,sebaceous cyst:sac under the skin
1498,287.0,684.0,1.0,lump or mass of breast,sebaceous cyst:sac under the skin
1499,272.0,684.0,1.0,skin bumps,sebaceous cyst:sac under the skin
1500,6.0,700.0,1.0,arm ache or pain,shoulder joint dislocation:dislocated shoulder
1501,89.0,700.0,1.0,shoulder ache or pain,shoulder joint dislocation:dislocated shoulder
1502,241.0,700.0,1.0,arm numbness (paresthesias),shoulder joint dislocation:dislocated shoulder
1503,6.0,703.0,1.0,arm ache or pain,sickle cell disease:disease of red blood cells
1504,7.0,703.0,1.0,back ache or pain,sickle cell disease:disease of red blood cells
1505,11.0,703.0,1.0,pain or soreness of breast,sickle cell disease:disease of red blood cells
1506,57.0,703.0,1.0,leg ache or pain,sickle cell disease:disease of red blood cells
1507,147.0,703.0,2.0,blood in urine (hematuria),sickle cell disease:disease of red blood cells
1509,239.0,703.0,2.0,chest burning,sickle cell disease:disease of red blood cells
1510,262.0,703.0,1.0,chest pain,sickle cell disease:disease of red blood cells
1511,275.0,703.0,1.0,low back ache or pain,sickle cell disease:disease of red blood cells
1512,6.0,740.0,0.0,arm ache or pain,supracondylar fracture:elbow fracture
1513,25.0,740.0,1.0,elbow ache or pain,supracondylar fracture:elbow fracture
1514,261.0,740.0,0.0,elbow swelling,supracondylar fracture:elbow fracture
1515,6.0,751.0,0.0,arm ache or pain,tendonitis:tendon inflammation
1517,35.0,751.0,1.0,foot pain,tendonitis:tendon inflammation
1518,39.0,751.0,1.0,"hand, finger ache or pain",tendonitis:tendon inflammation
1519,53.0,751.0,2.0,joint pain,tendonitis:tendon inflammation
1520,57.0,751.0,0.0,leg ache or pain,tendonitis:tendon inflammation
